record_00001 value_037
record_08895 value_115
record_08896 value_152
record_08897 value_189
record_08898 value_226
record_08899 value_263
record_08900 value_300
record_08901 value_337
record_08902 value_374
record_08903 value_411
record_08904 value_448
record_08905 value_485
record_08906 value_522
record_08907 value_559
record_08908 value_596
record_08909 value_633
record_08910 value_670
record_08911 value_707
record_08912 value_744
record_08913 value_781
record_08914 value_818
record_08915 value_855
record_08916 value_892
record_08917 value_929
record_08918 value_966
record_08919 value_003
record_08920 value_040
record_08921 value_077
record_08922 value_114
record_08923 value_151
record_08924 value_188
record_08925 value_225
record_08926 value_262
record_08927 value_299
record_08928 value_336
record_08929 value_373
record_08930 value_410
record_08931 value_447
record_08932 value_484
record_08933 value_521
record_08934 value_558
record_08935 value_595
record_08936 value_632
record_08937 value_669
record_08938 value_706
record_08939 value_743
record_08940 value_780
record_08941 value_817
record_08942 value_854
record_08943 value_891
record_08944 value_928
record_08945 value_965
record_08946 value_002
record_08947 value_039
record_08948 value_076
record_08949 value_113
record_08950 value_150
record_08951 value_187
record_08952 value_224
record_08953 value_261
record_08954 value_298
record_08955 value_335
record_08956 value_372
record_08957 value_409
record_08958 value_446
record_08959 value_483
record_08960 value_520
record_08961 value_557
record_08962 value_594
record_08963 value_631
record_08964 value_668
record_08965 value_705
record_08966 value_742
record_08967 value_779
record_08968 value_816
record_08969 value_853
record_08970 value_890
record_08971 value_927
record_08972 value_964
record_08973 value_001
record_08974 value_038
record_08975 value_075
record_08976 value_112
record_08977 value_149
record_08978 value_186
record_08979 value_223
record_08980 value_260
record_08981 value_297
record_08982 value_334
record_08983 value_371
record_08984 value_408
record_08985 value_445
record_08986 value_482
record_08987 value_519
record_08988 value_556
record_08989 value_593
record_08990 value_630
record_08991 value_667
record_08992 value_704
record_08993 value_741
record_08994 value_778
record_08995 value_815
record_08996 value_852
record_08997 value_889
record_08998 value_926
record_08999 value_963
record_09000 value_000
record_09001 value_037
record_09002 value_074
record_09003 value_111
record_09004 value_148
record_09005 value_185
record_09006 value_222
record_09007 value_259
record_09008 value_296
record_09009 value_333
record_09010 value_370
record_09011 value_407
record_09012 value_444
record_09013 value_481
record_09014 value_518
record_09015 value_555
record_09016 value_592
record_09017 value_629
record_09018 value_666
record_09019 value_703
record_09020 value_740
record_09021 value_777
record_09022 value_814
record_09023 value_851
record_09024 value_888
record_09025 value_925
record_09026 value_962
record_09027 value_999
record_09028 value_036
record_09029 value_073
record_09030 value_110
record_09031 value_147
record_09032 value_184
record_09033 value_221
record_09034 value_258
record_09035 value_295
record_09036 value_332
record_09037 value_369
record_09038 value_406
record_09039 value_443
record_09040 value_480
record_09041 value_517
record_09042 value_554
record_09043 value_591
record_09044 value_628
record_09045 value_665
record_09046 value_702
record_09047 value_739
record_09048 value_776
record_09049 value_813
record_09050 value_850
record_09051 value_887
record_09052 value_924
record_09053 value_961
record_09054 value_998
record_09055 value_035
record_09056 value_072
record_09057 value_109
record_09058 value_146
record_09059 value_183
record_09060 value_220
record_09061 value_257
record_09062 value_294
record_09063 value_331
record_09064 value_368
record_09065 value_405
record_09066 value_442
record_09067 value_479
record_09068 value_516
record_09069 value_553
record_09070 value_590
record_09071 value_627
record_09072 value_664
record_09073 value_701
record_09074 value_738
record_09075 value_775
record_09076 value_812
record_09077 value_849
record_09078 value_886
record_09079 value_923
record_09080 value_960
record_09081 value_997
record_09082 value_034
record_09083 value_071
record_09084 value_108
record_09085 value_145
record_09086 value_182
record_09087 value_219
record_09088 value_256
record_09089 value_293
record_09090 value_330
record_09091 value_367
record_09092 value_404
record_09093 value_441
record_09094 value_478
record_09095 value_515
record_09096 value_552
record_09097 value_589
record_09098 value_626
record_09099 value_663
record_09100 value_700
record_09101 value_737
record_09102 value_774
record_09103 value_811
record_09104 value_848
record_09105 value_885
record_09106 value_922
record_09107 value_959
record_09108 value_996
record_09109 value_033
record_09110 value_070
record_09111 value_107
record_09112 value_144
record_09113 value_181
record_09114 value_218
record_09115 value_255
record_09116 value_292
record_09117 value_329
record_09118 value_366
record_09119 value_403
record_09120 value_440
record_09121 value_477
record_09122 value_514
record_09123 value_551
record_09124 value_588
record_09125 value_625
record_09126 value_662
record_09127 value_699
record_09128 value_736
record_09129 value_773
record_09130 value_810
record_09131 value_847
record_09132 value_884
record_09133 value_921
record_09134 value_958
record_09135 value_995
record_09136 value_032
record_09137 value_069
record_09138 value_106
record_09139 value_143
record_09140 value_180
record_09141 value_217
record_09142 value_254
record_09143 value_291
record_09144 value_328
record_09145 value_365
record_09146 value_402
record_09147 value_439
record_09148 value_476
record_09149 value_513
record_09150 value_550
record_09151 value_587
record_09152 value_624
record_09153 value_661
record_09154 value_698
record_09155 value_735
record_09156 value_772
record_09157 value_809
record_09158 value_846
record_09159 value_883
record_09160 value_920
record_09161 value_957
record_09162 value_994
record_09163 value_031
record_09164 value_068
record_09165 value_105
record_09166 value_142
record_09167 value_179
record_09168 value_216
record_09169 value_253
record_09170 value_290
record_09171 value_327
record_09172 value_364
record_09173 value_401
record_09174 value_438
record_09175 value_475
record_09176 value_512
record_09177 value_549
record_09178 value_586
record_09179 value_623
record_09180 value_660
record_09181 value_697
record_09182 value_734
record_09183 value_771
record_09184 value_808
record_09185 value_845
record_09186 value_882
record_09187 value_919
record_09188 value_956
record_09189 value_993
record_09190 value_030
record_09191 value_067
record_09192 value_104
record_09193 value_141
record_09194 value_178
record_09195 value_215
record_09196 value_252
record_09197 value_289
record_09198 value_326
record_09199 value_363
record_09200 value_400
record_09201 value_437
record_09202 value_474
record_09203 value_511
record_09204 value_548
record_09205 value_585
record_09206 value_622
record_09207 value_659
record_09208 value_696
record_09209 value_733
record_09210 value_770
record_09211 value_807
record_09212 value_844
record_09213 value_881
record_09214 value_918
record_09215 value_955
record_09216 value_992
record_09217 value_029
record_09218 value_066
record_09219 value_103
record_09220 value_140
record_09221 value_177
record_09222 value_214
record_09223 value_251
record_09224 value_288
record_09225 value_325
record_09226 value_362
record_09227 value_399
record_09228 value_436
record_09229 value_473
record_09230 value_510
record_09231 value_547
record_09232 value_584
record_09233 value_621
record_09234 value_658
record_09235 value_695
record_09236 value_732
record_09237 value_769
record_09238 value_806
record_09239 value_843
record_09240 value_880
record_09241 value_917
record_09242 value_954
record_09243 value_991
record_09244 value_028
record_09245 value_065
record_09246 value_102
record_09247 value_139
record_09248 value_176
record_09249 value_213
record_09250 value_250
record_09251 value_287
record_09252 value_324
record_09253 value_361
record_09254 value_398
record_09255 value_435
record_09256 value_472
record_09257 value_509
record_09258 value_546
record_09259 value_583
record_09260 value_620
record_09261 value_657
record_09262 value_694
record_09263 value_731
record_09264 value_768
record_09265 value_805
record_09266 value_842
record_09267 value_879
record_09268 value_916
record_09269 value_953
record_09270 value_990
record_09271 value_027
record_09272 value_064
record_09273 value_101
record_09274 value_138
record_09275 value_175
record_09276 value_212
record_09277 value_249
record_09278 value_286
record_09279 value_323
record_09280 value_360
record_09281 value_397
record_09282 value_434
record_09283 value_471
record_09284 value_508
record_09285 value_545
record_09286 value_582
record_09287 value_619
record_09288 value_656
record_09289 value_693
record_09290 value_730
record_09291 value_767
record_09292 value_804
record_09293 value_841
record_09294 value_878
record_09295 value_915
record_09296 value_952
record_09297 value_989
